episode,orig_s,trimmed_s,new_s,speedup,n_segments,n_pauses,retimed_frac,vel_ratio_max,acc_ratio_max,vel_ratio_p99,acc_ratio_p99,demo_vel_ratio_max,demo_acc_ratio_max,steps
202,40.0333,39.0667,31.3333,1.2777,12,11,0.7979,1.1709,1.0683,0.7926,0.7392,2.2956,1.9600,3
203,40.0333,39.8000,32.5333,1.2305,19,18,0.8064,1.1771,1.0591,0.8017,0.7246,2.0688,1.8740,3
204,40.0333,38.8667,32.6000,1.2280,11,10,0.8252,1.1189,1.0838,0.8378,0.7610,2.7520,2.1204,3
205,40.0333,39.3000,34.2333,1.1694,11,10,0.8403,1.4514,1.2022,0.9006,0.7374,3.3686,3.7133,3
206,40.0000,38.8000,27.3333,1.4634,18,17,0.9610,1.1102,1.0403,0.7783,0.7039,1.8181,1.7191,3
207,40.0333,37.2333,28.1000,1.4247,11,10,0.8422,1.1526,1.5329,0.7935,0.7112,2.4046,2.0392,3
208,40.0000,40.0000,28.9333,1.3825,17,16,0.8802,1.1036,1.0835,0.7771,0.7048,1.7893,1.5003,3
209,40.0333,39.7667,29.1667,1.3726,17,16,0.8834,1.1182,1.1328,0.7830,0.7214,3.2644,2.6695,3
210,40.0333,40.0333,29.2667,1.3679,17,16,0.8417,1.0635,1.2374,0.7275,0.7329,1.7688,1.7200,3
211,40.0000,34.5000,25.0333,1.5979,19,18,0.8802,1.0405,1.1516,0.7836,0.6857,2.3977,1.9667,3
212,40.0333,40.0333,29.7000,1.3479,17,16,0.9327,1.0852,1.0262,0.8147,0.7400,2.1803,1.4671,3
213,40.0000,40.0000,30.0667,1.3304,14,13,0.9867,1.4289,1.0508,0.8062,0.7228,2.6126,2.5869,3
214,40.0333,40.0333,31.6333,1.2655,17,16,0.8862,1.0681,1.0388,0.7997,0.7517,2.3019,2.0358,3
215,40.0333,34.7000,25.9000,1.5457,12,11,0.9382,1.1363,1.0961,0.8437,0.7396,1.5177,1.7510,3
216,40.0333,39.4333,30.3333,1.3198,16,15,0.8659,1.0560,1.4383,0.7500,0.7448,2.0541,3.2756,3
217,40.0000,38.7000,29.7000,1.3468,13,12,0.8440,1.1397,1.5987,0.7953,0.8066,3.3390,3.1991,3
218,40.0000,38.8000,29.2000,1.3699,12,11,0.9361,1.6059,1.9109,0.7978,0.7139,5.0262,3.5554,3
219,40.0333,35.8667,29.3333,1.3648,10,9,0.9909,1.7801,2.0554,0.8353,0.8265,6.7714,5.5275,3
220,40.0333,38.5000,27.4667,1.4575,13,12,0.9794,1.2244,1.6538,0.7244,0.6987,2.2173,2.1782,3
221,40.0333,38.6333,28.5000,1.4047,15,14,0.9602,1.0934,1.2464,0.7562,0.7431,1.5146,1.4959,3
222,40.0333,40.0333,29.4333,1.3601,13,12,0.9411,1.8122,2.2495,0.7479,0.7310,2.4136,3.2022,3
223,40.0000,40.0000,28.4667,1.4052,15,14,0.8689,1.0849,1.1016,0.7624,0.7076,1.6023,2.1513,3
224,40.0000,40.0000,30.0000,1.3333,16,15,0.8033,1.0574,1.1444,0.7255,0.7367,2.4817,2.9952,3
225,40.0333,38.6667,28.6333,1.3981,17,16,0.9616,1.3319,1.6157,0.7214,0.7348,2.3979,2.2462,3
226,40.0333,39.5333,29.0000,1.3805,20,19,0.7195,1.0507,1.4366,0.7052,0.6473,2.3391,1.8582,3
227,40.0333,39.7333,29.3000,1.3663,13,12,0.8976,1.3899,1.9501,0.7289,0.7331,1.5871,2.4604,3
228,40.0000,39.2667,29.2667,1.3667,10,9,0.8736,1.7495,1.8577,0.7069,0.7479,3.1715,4.3826,3
229,40.0333,38.7667,31.2667,1.2804,12,11,0.9051,1.1061,1.6946,0.8066,0.7668,2.1676,2.0796,3
230,40.0333,40.0333,35.2667,1.1352,8,7,0.5614,1.3931,2.2147,0.7931,0.8596,7.7361,4.3201,3
231,40.0333,38.6333,32.4333,1.2343,14,13,0.7194,1.1081,1.5047,0.7723,0.7753,9.0108,4.1084,3
232,40.0000,39.9667,32.1000,1.2461,9,8,0.8359,1.3076,1.8224,0.7666,0.8172,2.1084,3.4094,3
233,40.0333,37.2667,28.9000,1.3852,11,10,0.9873,1.8208,1.7606,0.9325,0.7417,2.5315,3.6890,3
234,40.0000,38.9333,29.3333,1.3636,18,17,0.9011,1.0653,1.6100,0.7157,0.7308,4.5728,2.5910,3
235,40.0333,39.4667,29.9667,1.3359,14,13,0.9867,1.1653,1.3640,0.7796,0.7325,2.3737,2.2815,3
236,40.0333,38.6333,28.2333,1.4179,12,11,0.9185,1.1304,1.4554,0.7591,0.7304,1.7016,1.8971,3
237,40.0333,36.5000,27.1000,1.4772,17,16,0.9779,1.2165,1.5932,0.7370,0.7245,1.6447,2.2722,3
238,40.0000,38.9333,28.5667,1.4002,16,15,0.8611,1.0382,1.1144,0.6636,0.7201,1.4581,1.5654,3
239,40.0333,37.5000,31.5667,1.2682,10,9,0.6484,1.2480,1.2127,0.8694,0.7438,6.9105,3.6174,3
240,40.0333,39.3333,30.2667,1.3227,14,13,0.9339,1.0547,1.1112,0.7908,0.7343,2.8485,1.8364,3
241,40.0333,37.1000,28.8667,1.3868,10,9,0.9896,1.2241,1.1895,0.8500,0.7476,1.9110,1.3460,3
242,40.0333,39.7333,33.3000,1.2022,9,8,0.8849,1.2059,1.0894,0.9120,0.7390,4.9279,2.8729,3
243,40.0333,37.7333,27.7333,1.4435,19,18,0.8582,1.0801,1.1698,0.6874,0.7142,1.9698,1.9521,3
244,40.0333,39.1333,28.1333,1.4230,15,14,0.9645,1.1109,1.3410,0.7375,0.6971,2.4403,2.1073,3
245,40.0000,38.7000,27.9000,1.4337,19,18,0.9450,1.0763,1.0493,0.7256,0.7140,1.2695,1.3454,3
246,40.0333,38.8333,26.5000,1.5107,17,16,0.9623,1.0610,1.1044,0.7281,0.7048,1.2469,1.2905,3
247,40.0000,38.7000,26.4333,1.5132,13,12,0.8764,1.0942,1.0534,0.7990,0.7076,1.7160,1.7101,3
248,40.0000,38.2333,32.2333,1.2410,7,6,0.9493,1.7011,1.0762,0.8946,0.7422,5.9384,3.5109,3
249,40.0333,39.8667,32.9000,1.2168,11,10,0.5643,1.0722,1.1873,0.7824,0.6911,5.5187,2.9392,3
250,40.0333,38.8333,31.1333,1.2859,10,9,0.7259,1.1359,1.1539,0.8069,0.7672,2.5324,2.3344,3
251,40.0333,40.0333,29.4000,1.3617,9,8,0.8311,1.2784,1.1703,0.8318,0.7088,2.4227,1.9762,3
252,40.0000,39.6000,29.3000,1.3652,9,8,0.9852,1.0922,1.0305,0.8584,0.7087,1.5457,1.6973,3
253,40.0333,40.0333,31.1333,1.2859,13,12,0.9261,1.1817,1.0578,0.8313,0.7235,1.8001,1.8653,3
254,40.0333,39.8333,32.6000,1.2280,8,7,0.8313,1.1466,1.6580,0.8326,0.7752,5.2716,2.9998,3
255,40.0333,37.7333,30.9667,1.2928,11,10,0.8881,1.1357,1.2763,0.8581,0.7654,1.9696,1.8904,3
256,40.0333,40.0333,33.8667,1.1821,8,7,1.0000,1.3028,1.1300,0.8923,0.7613,3.3878,1.9621,3
257,40.0000,39.9000,30.9333,1.2931,12,11,0.8728,1.2710,1.0910,0.8230,0.7398,2.5082,2.0672,3
258,40.0000,38.8667,28.4667,1.4052,21,20,0.9052,1.1713,1.0254,0.7325,0.6973,2.7281,2.3015,3
259,40.0333,39.1000,27.2000,1.4718,14,13,0.9547,1.0541,1.0694,0.7410,0.7066,1.2192,1.2958,3
260,40.0333,39.8667,29.5000,1.3571,20,19,0.9582,1.0457,1.0008,0.7209,0.7052,1.3731,1.1619,3
261,40.0333,40.0333,30.0000,1.3344,19,18,0.9722,1.2963,1.5484,0.8190,0.7312,1.9704,2.5538,3
262,40.0333,39.0333,28.8667,1.3868,11,10,0.8118,1.0806,1.3568,0.7784,0.7112,4.4728,2.4658,3
263,40.0333,39.7667,29.0667,1.3773,16,15,0.8945,1.0455,1.1569,0.7177,0.7045,2.2578,1.8687,3
264,40.0333,40.0333,27.3333,1.4646,19,18,0.8305,1.0569,1.1067,0.7056,0.6929,2.4363,1.6005,3
265,40.0333,39.2667,29.1000,1.3757,21,20,0.8958,1.0740,1.9734,0.7331,0.7129,4.6830,3.1283,3
266,40.0333,40.0333,26.6667,1.5012,17,16,0.9225,1.1954,1.5359,0.6809,0.6874,1.6731,2.4138,3
267,40.0333,35.9333,25.1000,1.5950,13,12,0.9442,1.4679,1.0787,0.7418,0.6713,3.3113,4.1074,3
268,40.0333,38.9667,29.2667,1.3679,14,13,0.8144,1.1408,1.0295,0.7591,0.7020,2.5628,1.7630,3
269,40.0333,40.0333,31.0000,1.2914,20,19,0.8849,1.2959,1.3136,0.7913,0.6864,3.6306,2.2263,3
270,40.0333,40.0333,26.6667,1.5012,23,22,0.8775,1.1629,0.9569,0.7210,0.6579,2.1063,2.0947,3
271,40.0333,38.1667,29.3667,1.3632,14,13,0.8411,1.1147,0.9764,0.8661,0.7177,2.6523,2.4805,3
272,40.0000,39.1333,29.0667,1.3761,17,16,0.9392,1.0945,1.1466,0.7947,0.7027,1.7499,1.4833,3
273,40.0000,35.8667,26.6667,1.5000,16,15,0.8962,1.2610,0.9911,0.7951,0.6735,2.4420,2.2097,3
274,40.0333,40.0333,29.5000,1.3571,14,13,0.9650,1.0888,1.5219,0.7856,0.7175,1.5340,1.7375,3
275,40.0000,39.3667,31.6000,1.2658,14,13,0.7057,1.1320,1.4025,0.7563,0.7286,5.8703,3.2671,3
276,40.0333,38.7000,28.7000,1.3949,21,20,0.9268,1.0518,1.0971,0.7912,0.7066,1.7463,1.5414,3
277,40.0000,38.4333,30.0333,1.3319,15,14,0.7114,1.0579,1.1238,0.7794,0.7041,2.3671,1.9956,3
278,40.0333,38.4667,28.1667,1.4213,16,15,0.9041,1.2422,1.6615,0.7694,0.6896,2.4688,2.2714,3
279,40.0000,38.2667,24.9000,1.6064,14,13,0.9224,1.0359,1.0165,0.7354,0.6800,1.1505,1.1838,3
280,40.0333,39.2333,29.2333,1.3694,14,13,0.9407,1.2063,1.0444,0.7861,0.7207,2.6958,2.4628,3
281,40.0000,38.7667,27.3333,1.4634,19,18,0.8854,1.0722,1.8084,0.7417,0.7149,2.2293,2.3572,3
282,40.0000,36.3333,26.0667,1.5345,14,13,0.9591,1.0537,1.0092,0.7769,0.6970,1.2033,1.2789,3
283,40.0333,38.1667,28.2000,1.4196,15,14,0.9598,1.1276,1.1255,0.8026,0.7009,2.2392,1.8335,3
284,40.0333,40.0000,28.3333,1.4129,16,15,0.9612,1.2920,1.5431,0.7218,0.6996,1.6793,2.2154,3
285,40.0000,37.7000,29.4667,1.3575,16,15,0.8948,1.3113,1.4322,0.8202,0.7102,2.3431,2.1134,3
286,40.0000,39.8333,29.4333,1.3590,16,15,0.9422,1.1398,1.0741,0.8069,0.7071,1.7324,1.6519,3
287,40.0000,38.9333,29.0000,1.3793,15,14,0.9805,1.1443,1.1883,0.8269,0.6823,2.0928,1.9643,3
288,40.0000,38.7000,25.9667,1.5404,15,14,0.9666,1.0455,1.0644,0.7084,0.7008,1.1681,1.2411,3
289,40.0000,37.3000,27.7667,1.4406,16,15,0.9628,1.1844,1.6504,0.7983,0.7570,2.2974,2.4227,3
290,40.0333,37.5000,28.8333,1.3884,16,15,0.9653,1.4033,1.9969,0.7972,0.7391,2.0756,2.7054,3
291,40.0333,39.0667,28.8667,1.3868,15,14,0.7402,1.1751,1.1092,0.8038,0.7175,1.9487,1.9067,3
292,40.0000,39.5000,30.2667,1.3216,15,14,0.9306,1.0929,1.0731,0.8559,0.7286,1.8766,1.8792,3
293,40.0333,37.5667,29.3000,1.3663,12,11,0.9670,1.3092,1.3341,0.8487,0.7370,2.7962,3.3325,3
294,40.0333,40.0333,27.8333,1.4383,18,17,0.9569,1.0640,1.1702,0.7453,0.7061,1.3392,1.4416,3
295,40.0333,39.3333,29.0333,1.3789,17,16,0.9047,1.1525,1.4846,0.7875,0.6882,2.6812,2.3486,3
296,40.0000,36.6000,26.7333,1.4963,18,17,0.9314,1.1258,1.1222,0.6934,0.6903,2.9457,2.3036,3
297,40.0000,38.6000,28.3333,1.4118,14,13,0.9894,1.1835,1.2731,0.7843,0.7132,1.5866,1.7746,3
298,40.0333,38.5333,28.2667,1.4163,16,15,0.9564,1.0730,1.1791,0.7541,0.7028,1.3633,1.5137,3
299,40.0333,39.4333,28.4000,1.4096,16,15,0.9495,1.2953,1.6797,0.7375,0.6864,2.3180,2.4116,3
300,40.0333,37.0000,26.9333,1.4864,15,14,0.9530,1.0622,1.0281,0.7625,0.6881,2.1187,1.7889,3
301,40.0333,38.6333,27.2667,1.4682,16,15,0.8325,1.0483,0.9691,0.7979,0.7098,1.8691,1.4490,3
302,40.0000,36.9667,26.8333,1.4907,16,15,0.9491,1.0671,1.3534,0.7959,0.7095,1.4030,1.6872,3
303,40.0000,38.2000,28.0667,1.4252,10,9,0.9941,1.0465,1.1019,0.8037,0.7168,1.3914,1.2419,3
304,40.0333,36.1667,27.0333,1.4809,15,14,0.9026,1.0782,1.3039,0.7718,0.7058,1.7861,2.5440,3
305,40.0333,37.9000,27.6000,1.4505,14,13,0.9324,1.0786,1.0413,0.7949,0.7085,1.7037,1.4700,3
306,40.0333,35.0667,26.9000,1.4882,15,14,0.9802,1.2673,1.4603,0.8255,0.6906,1.9785,2.1767,3
307,40.0000,40.0000,34.3667,1.1639,8,7,0.9573,1.4390,1.4962,0.8769,0.7974,2.9346,2.8044,3
308,40.0333,35.0000,28.2333,1.4179,10,9,0.5702,1.5159,1.7681,0.7515,0.8169,3.3359,4.4665,3
309,40.0333,39.0333,30.3000,1.3212,9,8,0.8438,1.3111,1.5773,0.8231,0.7842,5.0329,5.9244,3
310,40.0333,38.2667,31.2000,1.2831,8,7,0.8729,1.6052,2.3662,0.7090,0.8185,2.0625,3.1646,3
311,40.0000,40.0000,35.0000,1.1429,9,8,0.5752,1.6135,1.6606,0.7146,0.8217,2.9825,3.8939,3
312,40.0000,38.7667,31.2667,1.2793,7,6,0.7452,1.4036,1.5409,0.8259,0.8268,2.1327,2.8087,3
313,40.0000,37.8667,30.0333,1.3319,11,10,0.7725,1.1894,1.5339,0.7655,0.7835,2.5716,3.5916,3
314,40.0000,39.2000,31.2333,1.2807,10,9,0.9819,1.2807,1.6830,0.8456,0.7619,2.1255,2.1806,3
315,40.0000,39.7667,30.2333,1.3230,11,10,0.6373,1.2589,2.0672,0.7416,0.7199,7.3582,4.1504,3
316,40.0333,34.5667,30.0333,1.3330,10,9,0.9822,1.3065,1.6352,0.8167,0.8306,2.0501,1.9633,3
317,40.0000,38.5667,26.4667,1.5113,19,18,0.9421,1.0707,0.9504,0.7984,0.7002,1.5394,1.4219,3
318,40.0333,40.0000,28.7667,1.3917,14,13,0.9757,1.0942,0.9932,0.8119,0.7074,2.2235,1.9659,3
319,40.0333,39.9333,30.8000,1.2998,18,17,0.8041,1.0836,1.2542,0.8018,0.7108,5.5032,2.6607,3
320,40.0333,38.7667,26.3000,1.5222,14,13,0.9861,1.0353,1.3705,0.8201,0.7332,2.6520,2.5077,3
321,40.0000,37.2000,27.2667,1.4670,15,14,0.9120,1.0761,0.9996,0.8314,0.7113,4.7502,2.8452,3
322,40.0333,38.8667,27.8333,1.4383,18,17,0.9509,1.0822,1.0551,0.8006,0.7054,1.3616,1.4485,3
323,40.0000,39.9667,32.1333,1.2448,16,15,0.7687,1.1173,1.3120,0.8703,0.7251,1.5214,1.4897,3
324,40.0000,35.5000,26.6333,1.5019,17,16,0.9349,1.0644,1.1118,0.8378,0.7053,1.4204,1.2688,3
325,40.0333,40.0333,30.7667,1.3012,11,10,0.9469,1.2098,0.9846,0.9608,0.7192,7.4711,3.5688,3
326,40.0000,34.7667,28.6333,1.3970,15,14,0.5413,1.1104,1.0837,0.7928,0.6913,4.0426,2.2860,3
327,40.0000,35.0333,27.4667,1.4563,11,10,0.8811,1.1951,1.0442,0.8496,0.6948,4.1231,2.4643,3
328,40.0333,38.8333,28.9333,1.3836,15,14,0.9862,1.0615,1.0193,0.8711,0.7230,2.0568,1.8033,3
329,40.0000,39.0333,27.7333,1.4423,17,16,0.8221,1.0396,0.9696,0.7722,0.6798,2.3034,1.7961,3
