episode,duration_s,idle_start_s,idle_end_s,pause_s,n_pauses,short_idle_s,active_s,left_active_s,right_active_s,both_active_s,left_path_rad,right_path_rad,left_reversals,right_reversals,left_grip_events,right_grip_events,idle_s,idle_frac,action_lag_frames
171,40.0000,0.7333,0.0000,4.3333,8,1.3667,33.5667,19.0667,15.3333,0.8333,11.3734,7.8643,15,19,2,4,6.4333,0.1608,3
172,40.0333,0.0000,0.0000,7.1333,13,1.6000,31.3000,16.3667,18.0667,3.1333,9.5393,9.5376,17,24,2,4,8.7333,0.2182,3
173,40.0000,1.0333,0.0000,9.6333,10,1.4333,27.9000,12.8333,15.1667,0.1000,8.8182,8.9967,12,17,2,4,12.1000,0.3025,3
174,40.0333,0.9333,0.0000,8.4667,10,1.7667,28.8667,16.0333,16.0000,3.1667,8.9401,9.3320,15,25,3,4,11.1667,0.2789,3
175,40.0000,0.3667,1.4667,7.3000,11,0.8667,30.0000,14.6667,16.4667,1.1333,9.1568,10.0836,17,23,2,4,10.0000,0.2500,3
176,40.0333,0.0000,0.1333,9.2667,12,1.0333,29.6000,14.5667,18.0333,3.0000,9.9495,11.3529,11,28,2,2,10.4333,0.2606,3
177,40.0000,0.0000,0.0000,8.1333,10,1.6000,30.2667,15.4667,18.1000,3.3000,8.1829,12.2789,10,35,2,4,9.7333,0.2433,3
178,40.0333,1.0000,0.0000,9.1333,10,1.9667,27.9333,18.1667,10.5667,0.8000,9.2845,6.0949,17,16,3,3,12.1000,0.3022,3
179,40.0333,0.0000,0.0000,7.8333,13,0.8667,31.3333,17.8333,18.7667,5.2667,9.4383,11.9577,21,24,2,5,8.7000,0.2173,3
180,40.0000,1.1667,0.0000,11.9667,15,2.6000,24.2667,12.5000,11.7667,0.0000,4.8442,3.8400,10,10,3,4,15.7333,0.3933,3
181,40.0000,0.0000,0.0000,8.5000,13,1.5333,29.9667,14.0333,16.5333,0.6000,5.0386,5.5893,9,10,2,4,10.0333,0.2508,3
182,40.0000,0.3667,0.0000,10.7667,17,1.3000,27.5667,14.4333,15.6667,2.5333,5.5534,5.5756,7,14,2,2,12.4333,0.3108,3
183,40.0333,0.9667,0.7667,8.0667,12,2.0000,28.2333,15.1667,15.8000,2.7333,6.8537,5.3599,9,11,2,4,11.8000,0.2948,3
184,40.0000,0.9333,0.1000,9.7667,16,2.0000,27.2000,14.9000,12.9000,0.6000,4.3809,4.5746,7,12,3,4,12.8000,0.3200,3
185,40.0000,1.6333,1.0667,6.3000,11,1.7667,29.2333,13.9667,18.7000,3.4333,5.3457,6.5592,10,13,2,4,10.7667,0.2692,3
186,40.0000,1.2333,0.4333,7.6000,15,0.8667,29.8667,15.2667,15.2333,0.6333,6.6165,5.8162,7,5,2,4,10.1333,0.2533,3
187,40.0333,1.0000,0.0000,6.6000,12,1.8000,30.6333,19.3667,14.3667,3.1000,7.6103,5.2637,9,7,2,4,9.4000,0.2348,3
188,40.0333,1.0000,0.0000,9.3667,18,1.9000,27.7667,13.6667,15.5333,1.4333,6.2896,5.5233,7,6,2,4,12.2667,0.3064,3
189,40.0333,0.8333,0.4333,7.9000,14,2.0000,28.8667,11.0667,17.8000,0.0000,3.9777,5.8668,9,12,3,4,11.1667,0.2789,3
190,40.0333,0.9000,0.0000,8.6333,18,0.9000,29.6000,15.2000,16.6333,2.2333,6.0516,6.7003,9,14,3,4,10.4333,0.2606,2
191,40.0333,0.3000,0.0000,9.3000,14,1.2667,29.1667,15.8000,15.5667,2.2000,6.6006,7.1760,8,10,2,2,10.8667,0.2714,2
192,40.0000,0.0000,0.4667,6.9000,10,1.4333,31.2000,17.5000,20.2333,6.5333,7.3734,7.9145,16,16,2,2,8.8000,0.2200,2
193,40.0333,0.0000,0.0000,5.1000,8,2.3333,32.6000,13.8333,22.0000,3.2333,6.7332,9.8914,11,21,2,6,7.4333,0.1857,3
194,40.0000,0.0000,0.0000,5.9667,8,0.6333,33.4000,12.4667,23.7000,2.7667,6.0208,10.9605,13,17,2,5,6.6000,0.1650,3
195,40.0000,0.9667,0.0000,10.4000,16,0.9000,27.7333,12.0667,16.0333,0.3667,5.3110,5.2922,12,12,3,4,12.2667,0.3067,3
196,40.0333,0.0000,0.0000,9.7333,14,1.3667,28.9333,16.7000,14.5667,2.3333,6.6876,5.5694,11,7,2,4,11.1000,0.2773,3
197,40.0000,0.8667,0.0000,6.1000,12,2.1667,30.8667,16.5333,17.4667,3.1333,7.8570,7.4040,9,12,2,2,9.1333,0.2283,3
198,40.0333,0.0000,0.0667,7.0333,16,1.5000,31.4333,15.0333,21.2667,4.8667,6.0308,8.6991,11,24,2,6,8.6000,0.2148,3
199,40.0000,0.1000,0.0000,7.4667,13,1.3333,31.1000,12.1333,20.7000,1.7333,4.9747,8.3936,6,13,2,5,8.9000,0.2225,3
200,40.0000,0.0000,0.0000,11.2667,16,1.2000,27.5333,11.1667,18.0000,1.6333,5.8003,8.9552,9,27,2,2,12.4667,0.3117,3
201,40.0333,0.0000,0.0000,8.1333,16,1.6333,30.2667,12.3000,18.8667,0.9000,6.0119,8.2359,12,20,2,5,9.7667,0.2440,3
202,40.0333,1.0667,0.0000,5.6000,11,1.2333,32.1333,17.6000,16.5333,2.0000,9.1377,5.9650,25,19,2,4,7.9000,0.1973,3
203,40.0333,0.2333,0.2000,7.5333,18,0.9667,31.1000,13.4667,19.6000,1.9667,5.5743,8.4227,9,16,2,4,8.9333,0.2231,3
204,40.0333,1.2667,0.0000,4.9333,10,1.8000,32.0333,18.5000,17.0667,3.5333,10.3426,9.0493,17,15,4,4,8.0000,0.1998,3
205,40.0333,0.8333,0.0000,4.6667,10,1.6000,32.9333,17.1333,20.2667,4.4667,8.7445,12.2057,16,23,2,4,7.1000,0.1774,3
206,40.0000,1.3000,0.0000,9.7667,17,0.9667,27.9667,13.5333,15.1000,0.6667,5.8559,5.2829,8,10,2,4,12.0333,0.3008,3
207,40.0333,2.9000,0.0000,7.8000,10,0.4333,28.9000,14.0667,16.9667,2.1333,7.1709,6.5999,10,9,2,4,11.1333,0.2781,3
208,40.0000,0.0000,0.0000,9.7333,16,1.1000,29.1667,15.3000,13.9667,0.1000,6.3081,5.9361,8,13,2,2,10.8333,0.2708,3
209,40.0333,0.3667,0.0000,9.0667,16,1.9000,28.7000,10.8333,20.5333,2.6667,5.8167,7.4449,6,21,2,4,11.3333,0.2831,3
210,40.0333,0.0000,0.0000,10.6333,16,0.4667,28.9333,19.9000,12.1333,3.1000,8.2060,5.0296,25,10,2,2,11.1000,0.2773,3
211,40.0000,0.3333,5.3667,10.1667,18,0.4000,23.7333,11.7667,12.5667,0.6000,5.7349,4.4353,4,11,2,4,16.2667,0.4067,3
212,40.0333,0.0000,0.0667,8.7667,16,1.9667,29.2333,17.7667,13.8333,2.3667,7.3296,5.8747,20,10,4,2,10.8000,0.2698,3
213,40.0000,0.0000,0.0000,6.7333,13,2.5000,30.7667,14.0333,17.3667,0.6333,5.5477,6.5679,5,10,1,2,9.2333,0.2308,3
214,40.0333,0.0000,0.0000,7.9333,16,1.8667,30.2333,14.7000,16.5000,0.9667,6.0428,7.3277,12,14,4,4,9.8000,0.2448,3
215,40.0333,2.2333,3.3000,6.1667,11,1.7667,26.5667,13.7000,13.3667,0.5000,6.3427,5.5625,6,7,2,4,13.4667,0.3364,3
216,40.0333,0.7000,0.0000,8.8333,15,1.1333,29.3667,17.6667,12.5333,0.8333,6.9367,5.5253,12,6,3,2,10.6667,0.2664,3
217,40.0000,1.2000,0.3000,6.5333,12,2.2333,29.7333,13.5000,17.9333,1.7000,7.3145,6.9016,13,22,2,6,10.2667,0.2567,3
218,40.0000,0.0000,1.3000,5.6333,11,2.6333,30.4333,16.6333,15.7000,1.9000,7.1559,5.8756,7,10,2,4,9.5667,0.2392,3
219,40.0333,1.2667,3.1000,4.4000,9,1.5333,29.7333,18.2667,14.7667,3.3000,8.4067,6.0841,18,9,2,4,10.3000,0.2573,3
220,40.0333,1.5667,0.1667,6.3333,12,2.0000,29.9667,16.2333,15.2667,1.5333,5.6956,5.0565,10,10,2,4,10.0667,0.2515,3
221,40.0333,0.9333,0.6667,8.6000,14,1.0333,28.8000,15.6000,13.5333,0.3333,6.2883,4.7036,10,11,4,2,11.2333,0.2806,3
222,40.0333,0.0000,0.0000,5.8000,12,3.0667,31.1667,15.2333,16.2333,0.3000,6.0398,6.7485,6,13,2,2,8.8667,0.2215,3
223,40.0000,0.0000,0.0000,9.7000,14,0.7000,29.6000,13.2000,16.4000,0.0000,4.1520,6.7412,9,12,2,2,10.4000,0.2600,3
224,40.0000,0.0000,0.0000,8.6000,15,1.1333,30.2667,17.3000,13.7333,0.7667,7.3526,5.3813,14,9,2,2,9.7333,0.2433,4
225,40.0333,1.4667,0.0000,7.7667,16,2.8333,27.9667,12.9000,15.5667,0.5000,4.8951,5.5929,8,12,3,4,12.0667,0.3014,3
226,40.0333,0.0000,0.6000,12.4333,19,1.2333,25.7667,13.2000,12.8000,0.2333,5.6026,5.1930,12,5,2,2,14.2667,0.3564,3
227,40.0333,0.0000,0.4000,8.2000,12,1.4000,30.0333,15.2667,14.9667,0.2000,6.9437,6.1754,12,9,2,2,10.0000,0.2498,3
228,40.0000,0.8333,0.0000,5.2667,9,2.1000,31.8000,13.1667,20.1000,1.4667,5.6424,6.0445,10,12,2,2,8.2000,0.2050,3
229,40.0333,0.6667,0.8000,5.4333,11,1.5667,31.5667,15.1667,18.6333,2.2333,5.7851,9.1908,14,16,3,6,8.4667,0.2115,3
230,40.0333,0.0000,0.0000,3.1333,7,1.1333,35.7667,22.0667,19.1667,5.4667,9.7414,11.0489,17,24,3,2,4.2667,0.1066,3
231,40.0333,0.0000,1.5000,6.1333,13,1.0667,31.3333,20.7000,15.2667,4.6333,9.3272,8.0911,16,14,4,2,8.7000,0.2173,3
232,40.0000,0.1333,0.0000,4.3000,8,1.4000,34.1667,22.3333,16.4667,4.6333,11.5416,6.2521,28,16,4,2,5.8333,0.1458,3
233,40.0333,0.2000,2.7667,6.8000,10,1.4000,28.8667,16.1667,18.4667,5.7667,7.3029,10.6227,14,19,2,2,11.1667,0.2789,3
234,40.0000,1.1667,0.0000,9.0333,17,1.4000,28.4000,10.8333,17.6667,0.1000,4.9658,5.9631,9,9,2,2,11.6000,0.2900,3
235,40.0333,0.6000,0.1667,6.7000,13,1.8667,30.7000,15.3000,16.8333,1.4333,6.3504,6.0664,9,14,2,4,9.3333,0.2331,3
236,40.0333,1.5000,0.0000,7.2000,11,1.6333,29.7000,14.1333,15.5667,0.0000,5.7020,5.4827,8,11,2,4,10.3333,0.2581,3
237,40.0333,0.6667,3.0667,7.9000,16,0.9667,27.4333,14.9667,13.8667,1.4000,5.4739,5.3861,6,10,2,2,12.6000,0.3147,3
238,40.0000,1.1667,0.0000,8.8333,15,1.6000,28.4000,12.0000,16.6333,0.2333,4.8793,6.1804,9,17,3,4,11.6000,0.2900,3
239,40.0333,1.0667,1.6667,4.4667,9,1.5667,31.2667,16.8000,16.6667,2.2000,8.0879,7.2370,15,11,2,4,8.7667,0.2190,3
240,40.0333,0.8000,0.0000,6.4000,13,2.0667,30.7667,17.9667,14.1667,1.3667,6.9551,5.7189,16,9,4,2,9.2667,0.2315,3
241,40.0333,0.0000,3.0333,4.6333,9,0.5333,31.8333,17.1667,19.6333,4.9667,7.0963,8.4252,15,17,2,2,8.2000,0.2048,3
242,40.0333,0.2333,0.2667,4.3333,8,1.5667,33.6333,21.3333,16.2000,3.9000,10.6990,8.3414,23,17,4,2,6.4000,0.1599,3
243,40.0333,0.8333,1.6667,9.8333,18,0.6667,27.0333,14.5000,13.4667,0.9333,5.6370,5.4707,5,6,2,2,13.0000,0.3247,2
244,40.0333,1.0000,0.0000,7.0000,14,1.5667,30.4667,16.3000,14.5667,0.4000,5.8712,4.6368,11,10,2,2,9.5667,0.2390,2
245,40.0000,1.4000,0.0000,10.1333,18,0.9667,27.5000,12.9667,15.0000,0.4667,5.4346,5.0395,7,10,2,2,12.5000,0.3125,2
246,40.0333,0.7333,0.6667,10.7333,16,1.4000,26.5000,11.8333,15.4333,0.7667,5.3364,5.0548,9,12,4,2,13.5333,0.3381,2
247,40.0000,1.4000,0.0000,10.4333,12,1.0667,27.1000,12.9667,14.4000,0.2667,5.9230,5.5388,9,11,2,2,12.9000,0.3225,2
248,40.0000,0.3667,1.6000,3.0000,6,1.3000,33.7333,20.1000,19.9000,6.2667,8.8861,8.2133,16,21,2,2,6.2667,0.1567,3
249,40.0333,0.0000,0.2667,4.7333,10,1.5333,33.5000,17.3667,20.6667,4.5333,10.0194,10.4893,10,19,2,2,6.5333,0.1632,3
250,40.0333,1.3000,0.0000,5.8667,9,1.5333,31.3333,17.4000,16.4333,2.5000,9.3201,7.4372,10,17,3,4,8.7000,0.2173,3
251,40.0333,0.0000,0.0000,9.4667,8,0.9333,29.6333,15.6333,17.2667,3.2667,9.8943,7.9387,14,14,2,2,10.4000,0.2598,3
252,40.0000,0.4667,0.1333,5.8333,8,0.9333,32.6333,15.2667,21.1000,3.7333,6.1428,9.6406,9,15,4,4,7.3667,0.1842,3
253,40.0333,0.0000,0.1000,5.4333,12,1.2000,33.3000,16.0667,20.1667,2.9333,6.8555,8.4167,11,19,2,4,6.7333,0.1682,3
254,40.0333,0.3000,0.0000,3.7667,7,0.8667,35.1000,13.5667,25.0000,3.4667,6.9419,10.7133,9,20,2,3,4.9333,0.1232,3
255,40.0333,2.1000,0.4000,4.9667,10,0.9333,31.6333,19.8333,16.2000,4.4000,9.6725,6.7908,13,11,4,2,8.4000,0.2098,3
256,40.0333,0.0000,0.0000,2.3333,7,1.4333,36.2667,16.1000,24.4333,4.2667,7.2503,9.9482,11,28,2,4,3.7667,0.0941,3
257,40.0000,0.2000,0.0000,6.9667,11,0.5000,32.3333,12.3333,21.7000,1.7000,6.7904,9.2821,7,16,2,3,7.6667,0.1917,3
258,40.0000,1.2333,0.0000,10.1667,20,0.7667,27.8333,13.9333,14.5333,0.6333,5.7231,4.8915,12,8,3,4,12.1667,0.3042,3
259,40.0333,0.6333,0.5000,6.1667,13,2.2333,30.5000,15.8667,15.0000,0.3667,6.1034,5.3340,13,9,2,2,9.5333,0.2381,3
260,40.0333,0.2667,0.0000,10.0667,19,1.6667,28.0333,12.4000,17.3000,1.6667,5.1462,7.0891,7,9,2,3,12.0000,0.2998,3
261,40.0333,0.0000,0.0000,9.5333,18,1.0667,29.4333,15.7667,15.4333,1.7667,6.9717,6.8393,11,14,2,2,10.6000,0.2648,3
262,40.0333,0.5000,0.7000,5.6333,10,1.9667,31.2333,13.7000,18.2667,0.7333,5.7325,6.9029,6,16,2,2,8.8000,0.2198,3
263,40.0333,0.3667,0.0000,7.1667,15,1.6333,30.8667,15.2000,16.0000,0.3333,6.2876,5.6632,8,4,2,4,9.1667,0.2290,3
264,40.0333,0.0000,0.0000,13.6333,18,1.6000,24.8000,10.4000,15.0667,0.6667,4.8450,6.5307,11,7,1,2,15.2333,0.3805,3
265,40.0333,0.8667,0.0000,9.7333,20,2.5000,26.9333,12.2333,14.8000,0.1000,4.8822,5.5432,11,15,2,2,13.1000,0.3272,3
266,40.0333,0.0000,0.0000,11.5000,16,1.8333,26.7000,6.7333,20.3333,0.3667,2.5489,6.5558,2,14,1,4,13.3333,0.3331,3
267,40.0333,4.2000,0.0667,8.4667,12,1.4333,25.8667,10.5333,15.3333,0.0000,3.9176,5.7748,8,12,1,2,14.1667,0.3539,3
268,40.0333,1.1667,0.0000,8.4667,13,0.7000,29.7000,17.6000,12.1000,0.0000,7.3137,4.5884,9,7,2,4,10.3333,0.2581,3
269,40.0333,0.0000,0.0000,9.7667,19,1.2000,29.0667,13.5667,16.6667,1.1667,6.2305,6.1119,8,10,2,2,10.9667,0.2739,3
270,40.0333,0.0000,0.0000,12.4333,22,1.5667,26.0333,10.2333,16.4667,0.6667,3.9566,6.2425,4,8,1,2,14.0000,0.3497,3
271,40.0333,1.9667,0.0000,7.1000,13,1.7000,29.2667,12.2000,18.5000,1.4333,6.1910,7.6212,10,13,2,2,10.7667,0.2689,3
272,40.0000,0.9667,0.0000,7.3000,16,1.7333,30.0000,13.3667,17.1000,0.4667,6.4536,6.8649,10,7,2,2,10.0000,0.2500,3
273,40.0000,3.4000,0.9333,9.3333,15,0.6000,25.7333,10.9667,17.8333,3.0667,5.3829,7.7383,3,16,1,2,14.2667,0.3567,3
274,40.0333,0.0000,0.0000,8.0667,13,1.6333,30.3333,16.3667,14.4333,0.4667,7.0206,6.0156,9,9,2,2,9.7000,0.2423,3
275,40.0000,0.7333,0.1000,5.5667,13,2.4667,31.1333,13.5000,19.0000,1.3667,5.7090,8.3819,6,16,2,2,8.8667,0.2217,3
276,40.0333,1.3000,0.2333,10.4000,20,1.2667,26.8333,12.5333,16.1000,1.8000,5.6691,6.9263,8,14,2,2,13.2000,0.3297,3
277,40.0000,1.6667,0.0000,6.1000,14,1.3667,30.8667,14.9333,17.4000,1.4667,7.1838,7.1324,15,8,2,4,9.1333,0.2283,3
278,40.0333,1.6667,0.0000,9.6000,15,0.4333,28.3333,16.1000,12.9333,0.7000,6.6814,5.0781,8,10,2,2,11.7000,0.2923,3
279,40.0000,1.4333,0.5000,9.4333,13,1.5333,27.1000,11.5000,16.0000,0.4000,4.5434,5.1201,7,9,2,2,12.9000,0.3225,3
280,40.0333,0.8667,0.1333,6.9667,13,3.3667,28.7000,13.4333,15.5000,0.2333,5.5282,6.0143,10,11,2,2,11.3333,0.2831,3
281,40.0000,0.1333,1.3000,9.1000,18,0.4000,29.0667,12.6667,17.6667,1.2667,4.6310,7.3022,9,12,2,2,10.9333,0.2733,3
282,40.0000,1.1000,2.7667,6.9333,13,1.3000,27.9000,13.4333,15.5667,1.1000,5.6029,5.9287,12,12,2,2,12.1000,0.3025,3
283,40.0333,1.9667,0.0000,7.5000,14,0.6667,29.9000,11.8333,18.0667,0.0000,4.9763,7.6652,9,17,2,2,10.1333,0.2531,3
284,40.0333,0.1333,0.0000,10.5000,15,1.8333,27.5667,11.7667,15.9000,0.1000,4.3855,6.9058,10,12,1,2,12.4667,0.3114,3
285,40.0000,1.5667,0.9333,6.9000,15,1.2000,29.4000,13.8333,16.1000,0.5333,5.8508,7.0546,10,12,2,2,10.6000,0.2650,3
286,40.0000,0.2667,0.0000,8.4667,15,1.3000,29.9667,13.9333,17.3333,1.3000,6.8380,6.9543,11,15,1,2,10.0333,0.2508,3
287,40.0000,1.1667,0.0000,6.8000,14,1.1333,30.9000,15.7667,15.6667,0.5333,6.6967,6.7432,8,11,2,2,9.1000,0.2275,3
288,40.0000,0.9000,0.6000,10.5000,14,1.3000,26.7000,12.9667,14.1333,0.4000,5.7540,4.8997,8,8,2,2,13.3000,0.3325,3
289,40.0000,0.8000,2.1000,8.1333,15,0.7000,28.2667,2.2333,26.8333,0.8000,1.0673,10.4066,1,20,0,4,11.7333,0.2933,3
290,40.0333,0.4667,2.2667,8.1333,15,0.4333,28.7333,14.7667,14.0667,0.1000,6.2854,5.8906,8,12,2,2,11.3000,0.2823,3
291,40.0333,1.0667,0.0000,11.0333,14,0.9000,27.0333,15.6333,13.8667,2.4667,7.3290,6.2926,11,7,2,2,13.0000,0.3247,3
292,40.0000,0.6000,0.0000,6.7667,14,2.3667,30.2667,18.0000,12.4667,0.2000,7.7513,5.5175,14,6,2,2,9.7333,0.2433,3
293,40.0333,0.0000,2.5667,6.1333,11,1.8333,29.5000,13.6667,16.3333,0.5000,5.8778,6.2936,11,17,2,2,10.5333,0.2631,3
294,40.0333,0.0000,0.0000,12.8000,17,1.8333,25.4000,10.6667,15.5667,0.8333,4.5147,6.1164,10,12,2,3,14.6333,0.3655,3
295,40.0333,0.0000,0.8000,8.8667,16,1.5667,28.8000,16.3000,14.2333,1.7333,6.0974,5.8976,11,9,2,2,11.2333,0.2806,3
296,40.0000,1.5667,2.0333,10.0333,17,1.7333,24.6333,13.2667,11.7000,0.3333,5.6123,4.7988,7,8,2,2,15.3667,0.3842,3
297,40.0000,1.5000,0.0000,7.4333,13,1.2000,29.8667,15.3333,14.9667,0.4333,5.6324,5.6750,10,13,2,2,10.1333,0.2533,3
298,40.0333,1.5333,0.1667,7.9000,15,1.7333,28.7000,14.8667,16.3000,2.4667,5.3726,5.8108,8,12,2,2,11.3333,0.2831,3
299,40.0333,0.6667,0.1333,8.5667,15,0.6333,30.0333,13.4000,16.6333,0.0000,5.5843,6.4501,7,9,2,2,10.0000,0.2498,3
300,40.0333,2.4000,0.8333,6.3333,14,2.2000,28.2667,18.2667,10.1333,0.1333,7.8203,3.8555,17,3,2,1,11.7667,0.2939,3
301,40.0333,1.5000,0.0000,9.8000,15,0.4333,28.3000,13.3333,15.3333,0.3667,5.8005,5.2866,12,9,2,2,11.7333,0.2931,3
302,40.0000,1.4000,1.8333,8.1667,15,1.9000,26.7000,13.3667,14.6333,1.3000,5.3670,5.9959,8,9,2,2,13.3000,0.3325,3
303,40.0000,1.5000,0.5000,3.9333,9,2.0333,32.0333,16.7667,15.2667,0.0000,7.4105,5.7478,12,7,2,2,7.9667,0.1992,3
304,40.0333,1.1000,2.9667,6.6333,14,1.7000,27.6333,15.2667,13.9333,1.5667,5.6523,5.8485,9,13,2,2,12.4000,0.3097,3
305,40.0333,1.2667,1.0667,8.3667,13,1.4667,27.8667,13.4667,14.6667,0.2667,5.6272,5.7582,8,10,2,2,12.1667,0.3039,3
306,40.0333,1.9333,3.2333,6.8667,14,1.9000,26.1000,12.3333,14.4333,0.6667,5.8596,6.4560,11,11,2,2,13.9333,0.3480,3
307,40.0000,0.0000,0.0000,5.0000,7,1.1667,33.8333,22.7667,15.4333,4.3667,11.8586,8.5083,20,16,3,2,6.1667,0.1542,3
308,40.0333,0.8667,4.3667,7.9333,9,0.3000,26.5667,13.2667,14.9667,1.6667,7.7902,8.6698,11,20,2,2,13.4667,0.3364,3
309,40.0333,0.0000,1.1000,7.8667,8,1.8333,29.2333,13.2000,18.8333,2.8000,7.5257,7.8000,10,16,2,2,10.8000,0.2698,3
310,40.0333,0.5667,1.4000,2.9667,7,2.7000,32.4000,16.8667,19.1667,3.6333,7.2607,9.3927,11,12,2,2,7.6333,0.1907,3
311,40.0000,0.0000,0.0000,3.4000,8,1.3000,35.3000,18.3000,24.7667,7.7667,10.4571,10.4130,24,33,2,2,4.7000,0.1175,3
312,40.0000,0.0000,1.3333,8.4333,6,1.4667,28.7667,12.0000,20.7333,3.9667,8.0889,9.7717,16,16,2,4,11.2333,0.2808,3
313,40.0000,2.2333,0.0000,6.5667,10,1.2667,29.9333,16.2667,16.0333,2.3667,9.7095,7.5853,18,12,2,2,10.0667,0.2517,3
314,40.0000,0.0000,0.9000,6.6000,9,1.1667,31.3333,20.1000,14.1333,2.9000,10.0251,7.0510,20,14,4,1,8.6667,0.2167,3
315,40.0000,0.0000,0.3333,8.6667,10,1.2333,29.7667,14.6333,17.6333,2.5000,7.8946,8.2539,14,14,2,2,10.2333,0.2558,3
316,40.0333,0.7333,4.9333,4.3000,9,0.5667,29.5000,17.5333,16.5667,4.6000,7.2434,8.1774,21,17,6,2,10.5333,0.2631,3
317,40.0000,0.8000,0.8333,11.4333,18,0.6667,26.2667,11.5333,15.4333,0.7000,4.6909,6.6153,8,10,2,2,13.7333,0.3433,2
318,40.0333,0.1333,0.0667,7.5667,13,1.6333,30.6333,15.8000,15.0333,0.2000,6.8367,6.5896,8,9,2,2,9.4000,0.2348,2
319,40.0333,0.2000,0.0000,8.3667,17,2.2667,29.2000,17.8333,12.5667,1.2000,7.4569,6.2728,14,8,2,2,10.8333,0.2706,3
320,40.0333,1.3667,0.0000,11.6333,13,0.9333,26.1000,12.6333,13.4667,0.0000,5.6711,6.3800,8,8,2,2,13.9333,0.3480,2
321,40.0000,0.0000,2.9000,8.4000,14,0.9667,27.7333,13.0333,15.0333,0.3333,5.5502,6.6180,12,13,2,2,12.2667,0.3067,2
322,40.0333,1.2000,0.1667,9.4000,17,2.0667,27.2000,13.8000,13.5333,0.1333,5.8054,5.8083,12,10,2,2,12.8333,0.3206,2
323,40.0000,0.1333,0.0000,7.9333,15,0.7333,31.2000,18.8333,14.3667,2.0000,10.3516,6.2727,17,16,3,4,8.8000,0.2200,2
324,40.0000,0.0000,4.6000,7.9000,16,1.5333,25.9667,14.7667,13.9000,2.7000,6.6704,5.2675,12,13,2,2,14.0333,0.3508,2
325,40.0333,0.0000,0.0000,9.5333,10,1.8000,28.7000,11.6333,17.0667,0.0000,6.3344,8.6591,14,18,2,2,11.3333,0.2831,3
326,40.0000,0.0000,5.3333,7.3667,14,1.4333,25.8667,14.9000,12.7667,1.8000,8.3014,5.7031,9,9,2,2,14.1333,0.3533,3
327,40.0000,1.5667,3.6000,5.0333,10,2.5000,27.3000,11.8667,16.5667,1.1333,4.7470,7.1703,8,10,2,2,12.7000,0.3175,2
328,40.0333,1.0000,0.4000,9.3333,14,1.4000,27.9000,12.1000,16.0667,0.2667,5.8409,7.0941,11,12,2,2,12.1333,0.3031,2
329,40.0000,0.3667,0.8000,8.1667,16,2.4667,28.2000,14.6333,13.8667,0.3000,5.3112,6.3898,10,14,2,2,11.8000,0.2950,2
