episode,orig_s,trimmed_s,new_s,speedup,n_segments,n_pauses,retimed_frac,vel_ratio_max,acc_ratio_max,vel_ratio_p99,acc_ratio_p99,demo_vel_ratio_max,demo_acc_ratio_max
224,40.0000,40.0000,32.3333,1.2371,16,15,0.7918,1.0393,1.1429,0.6580,0.6473,2.4817,2.9952
225,40.0333,38.6667,31.0333,1.2900,17,16,0.8776,1.3229,1.3759,0.6626,0.6269,2.3979,2.2462
226,40.0333,39.5333,30.3667,1.3183,20,19,0.7113,1.0426,1.3936,0.6370,0.5739,2.3391,1.8582
227,40.0333,39.7333,31.8667,1.2563,13,12,0.9059,1.3628,1.7778,0.6663,0.6552,1.5871,2.4604
228,40.0000,39.2667,32.0000,1.2500,10,9,0.8938,1.7339,1.7905,0.6448,0.6739,3.1715,4.3826
229,40.0333,38.7667,33.9333,1.1798,12,11,0.8468,1.0829,1.7335,0.7492,0.6799,2.1676,2.0796
230,40.0333,40.0333,37.5000,1.0676,8,7,0.5876,1.3970,1.9518,0.7260,0.7979,7.7361,4.3201
231,40.0333,38.6333,34.2667,1.1683,14,13,0.4621,0.8916,1.4648,0.5876,0.6467,9.0108,4.1084
232,40.0000,39.9667,35.0667,1.1407,9,8,0.8508,1.2618,1.9436,0.7023,0.7121,2.1084,3.4094
233,40.0333,37.2667,31.3333,1.2777,11,10,0.6862,1.7979,1.7180,0.8523,0.6423,2.5315,3.6890
234,40.0000,38.9333,31.5667,1.2672,18,17,0.8437,1.0455,1.4635,0.6390,0.6310,4.5728,2.5910
235,40.0333,39.4667,32.7333,1.2230,14,13,0.9878,1.1764,1.3899,0.7253,0.6410,2.3737,2.2815
236,40.0333,38.6333,31.0000,1.2914,12,11,0.9398,1.1279,1.3955,0.6857,0.6379,1.7016,1.8971
237,40.0333,36.5000,29.4333,1.3601,17,16,0.9649,1.1620,1.4595,0.6799,0.6385,1.6447,2.2722
238,40.0000,38.9333,30.8333,1.2973,16,15,0.8270,0.9945,0.9775,0.5978,0.6127,1.4581,1.5654
239,40.0333,37.5000,33.6000,1.1915,10,9,0.5893,1.2384,1.1850,0.7416,0.6400,6.9105,3.6174
240,40.0333,39.3333,33.0667,1.2107,14,13,0.9456,1.0388,1.0426,0.7098,0.6442,2.8485,1.8364
241,40.0333,37.1000,31.6667,1.2642,10,9,0.7937,1.0820,0.8940,0.7525,0.6536,1.9110,1.3460
242,40.0333,39.7333,35.9667,1.1131,9,8,0.6256,1.1981,1.0262,0.8053,0.6370,4.9279,2.8729
243,40.0333,37.7333,29.4000,1.3617,19,18,0.8095,1.0690,1.0486,0.6231,0.6316,1.9698,1.9521
244,40.0333,39.1333,30.5333,1.3111,15,14,0.8450,1.0798,1.4047,0.6535,0.6002,2.4403,2.1073
245,40.0000,38.7000,29.9333,1.3363,19,18,0.8953,1.0386,0.9778,0.6774,0.6206,1.2695,1.3454
246,40.0333,38.8333,28.7333,1.3933,17,16,0.9478,1.0369,1.0684,0.6711,0.6047,1.2469,1.2905
247,40.0000,38.7000,28.5333,1.4019,13,12,0.8610,1.0732,1.0599,0.7371,0.6234,1.7160,1.7101
248,40.0000,38.2333,35.0000,1.1429,7,6,0.7171,1.6952,0.9543,0.8269,0.6160,5.9384,3.5109
249,40.0333,39.8667,34.5667,1.1581,11,10,0.4870,1.0557,1.0819,0.6319,0.5948,5.5187,2.9392
250,40.0333,38.8333,33.6667,1.1891,10,9,0.7465,1.1406,1.0900,0.7412,0.6686,2.5324,2.3344
251,40.0333,40.0333,31.6333,1.2655,9,8,0.6997,1.0445,0.8992,0.7325,0.5926,2.4227,1.9762
252,40.0000,39.6000,32.3333,1.2371,9,8,0.9639,1.0957,0.9928,0.7838,0.6284,1.5457,1.6973
253,40.0333,40.0333,33.8667,1.1821,13,12,0.7136,1.0839,1.0044,0.7088,0.6222,1.8001,1.8653
254,40.0333,39.8333,35.0667,1.1416,8,7,0.6511,1.0638,1.5472,0.7252,0.6753,5.2716,2.9998
255,40.0333,37.7333,33.6000,1.1915,11,10,0.6687,1.0860,1.3143,0.7139,0.6501,1.9696,1.8904
256,40.0333,40.0333,36.6667,1.0918,8,7,0.6500,1.0338,1.0128,0.7217,0.6635,3.3878,1.9621
257,40.0000,39.9000,33.2667,1.2024,12,11,0.6934,1.1634,1.1238,0.6649,0.6323,2.5082,2.0672
258,40.0000,38.8667,29.8333,1.3408,21,20,0.5709,1.0077,0.9390,0.5523,0.5479,2.7281,2.3015
259,40.0333,39.1000,29.9667,1.3359,14,13,0.9577,1.0191,1.0126,0.6785,0.6245,1.2192,1.2958
260,40.0333,39.8667,31.6667,1.2642,20,19,0.7989,1.0288,0.9075,0.6472,0.6104,1.3731,1.1619
261,40.0333,40.0333,32.0333,1.2497,19,18,0.8169,1.2273,1.4160,0.7099,0.6591,1.9704,2.5538
262,40.0333,39.0333,31.4000,1.2749,11,10,0.8270,1.0524,1.2465,0.7085,0.6278,4.4728,2.4658
263,40.0333,39.7667,31.5333,1.2696,16,15,0.9049,1.0108,1.1042,0.6483,0.6176,2.2578,1.8687
264,40.0333,40.0333,29.0333,1.3789,19,18,0.7497,1.0512,0.9156,0.6370,0.5907,2.4363,1.6005
265,40.0333,39.2667,31.2000,1.2831,21,20,0.8793,1.0536,1.8718,0.6609,0.6249,4.6830,3.1283
266,40.0333,40.0333,28.8667,1.3868,17,16,0.9838,1.1492,1.4463,0.6217,0.6141,1.6731,2.4138
267,40.0333,35.9333,27.3000,1.4664,13,12,0.7753,1.4493,0.9689,0.5939,0.5805,3.3113,4.1074
268,40.0333,38.9667,31.1667,1.2845,14,13,0.6353,1.0103,0.9418,0.6197,0.6104,2.5628,1.7630
269,40.0333,40.0333,32.6000,1.2280,20,19,0.6769,1.0183,1.2849,0.6655,0.6131,3.6306,2.2263
270,40.0333,40.0333,28.1667,1.4213,23,22,0.7751,1.0257,1.0179,0.6165,0.5461,2.1063,2.0947
271,40.0333,38.1667,31.7000,1.2629,14,13,0.7939,1.1182,0.8920,0.7999,0.6252,2.6523,2.4805
272,40.0000,39.1333,31.3667,1.2752,17,16,0.8204,1.0681,1.0677,0.7341,0.6067,1.7499,1.4833
273,40.0000,35.8667,28.6333,1.3970,16,15,0.8568,1.2416,0.8963,0.7347,0.5966,2.4420,2.2097
274,40.0333,40.0333,32.1667,1.2446,14,13,0.8435,1.0629,1.4425,0.6713,0.6167,1.5340,1.7375
275,40.0000,39.3667,33.5667,1.1917,14,13,0.6673,1.1340,1.5240,0.6806,0.6369,5.8703,3.2671
276,40.0333,38.7000,30.7667,1.3012,21,20,0.8559,1.0489,1.0728,0.7076,0.5941,1.7463,1.5414
277,40.0000,38.4333,31.9333,1.2526,15,14,0.7067,1.0594,1.0794,0.6970,0.6188,2.3671,1.9956
278,40.0333,38.4667,30.3333,1.3198,16,15,0.8912,1.1939,1.5466,0.6892,0.6088,2.4688,2.2714
279,40.0000,38.2667,27.1000,1.4760,14,13,0.9287,1.0440,0.9705,0.6721,0.6040,1.1505,1.1838
280,40.0333,39.2333,31.8667,1.2563,14,13,0.8954,1.1906,1.0552,0.7136,0.6310,2.6958,2.4628
281,40.0000,38.7667,29.4667,1.3575,19,18,0.9016,1.0602,1.7220,0.6895,0.6218,2.2293,2.3572
282,40.0000,36.3333,28.2667,1.4151,14,13,0.9623,1.0356,0.8941,0.7150,0.6065,1.2033,1.2789
283,40.0333,38.1667,30.5333,1.3111,15,14,0.8286,1.1246,1.1303,0.7297,0.6112,2.2392,1.8335
284,40.0333,40.0000,30.7000,1.3040,16,15,0.9262,1.2661,1.5532,0.6618,0.6158,1.6793,2.2154
285,40.0000,37.7000,31.6667,1.2632,16,15,0.5937,1.0334,1.4151,0.6516,0.6050,2.3431,2.1134
286,40.0000,39.8333,31.8333,1.2565,16,15,0.7791,1.1181,0.9325,0.6555,0.6366,1.7324,1.6519
287,40.0000,38.9333,31.3667,1.2752,15,14,0.8300,1.1050,1.1277,0.7475,0.6184,2.0928,1.9643
288,40.0000,38.7000,28.3000,1.4134,15,14,0.9717,1.0222,1.0764,0.6473,0.6211,1.1681,1.2411
289,40.0000,37.3000,29.8667,1.3393,16,15,0.8917,1.1846,1.5060,0.7286,0.6372,2.2974,2.4227
290,40.0333,37.5000,31.2667,1.2804,16,15,0.8859,1.4326,1.9335,0.7237,0.6474,2.0756,2.7054
291,40.0333,39.0667,30.8000,1.2998,15,14,0.6548,1.1790,0.9651,0.7238,0.6108,1.9487,1.9067
292,40.0000,39.5000,32.4667,1.2320,15,14,0.6828,1.0422,1.0270,0.7120,0.6153,1.8766,1.8792
293,40.0333,37.5667,31.7667,1.2602,12,11,0.6013,1.1884,0.9539,0.7451,0.6419,2.7962,3.3325
294,40.0333,40.0333,30.1000,1.3300,18,17,0.9668,1.0559,1.0500,0.6791,0.6309,1.3392,1.4416
295,40.0333,39.3333,31.4000,1.2749,17,16,0.9108,1.1448,1.5307,0.7210,0.6079,2.6812,2.3486
296,40.0000,36.6000,28.6667,1.3953,18,17,0.8628,1.0513,0.9412,0.6095,0.6155,2.9457,2.3036
297,40.0000,38.6000,30.9333,1.2931,14,13,0.9774,1.1446,1.1835,0.7281,0.6304,1.5866,1.7746
298,40.0333,38.5333,30.6667,1.3054,16,15,0.9652,1.0365,1.1035,0.6918,0.6276,1.3633,1.5137
299,40.0333,39.4333,30.7000,1.3040,16,15,0.9403,1.3069,1.6475,0.6752,0.6131,2.3180,2.4116
300,40.0333,37.0000,29.4333,1.3601,15,14,0.9332,1.0370,0.9534,0.7035,0.6049,2.1187,1.7889
301,40.0333,38.6333,29.1333,1.3741,16,15,0.8204,1.0517,0.8875,0.7227,0.6172,1.8691,1.4490
302,40.0000,36.9667,29.1000,1.3746,16,15,0.9198,1.0760,1.2316,0.7344,0.6149,1.4030,1.6872
303,40.0000,38.2000,30.8667,1.2959,10,9,0.9957,1.0506,0.9875,0.7234,0.6278,1.3914,1.2419
304,40.0333,36.1667,29.0333,1.3789,15,14,0.8783,1.0580,1.2901,0.7024,0.6274,1.7861,2.5440
305,40.0333,37.9000,29.8667,1.3404,14,13,0.8717,1.0588,1.0080,0.7068,0.6126,1.7037,1.4700
306,40.0333,35.0667,28.9000,1.3852,15,14,0.8651,1.1547,1.1662,0.7436,0.6218,1.9785,2.1767
307,40.0000,40.0000,36.9333,1.0830,8,7,0.3718,1.2242,1.2200,0.8498,0.6976,2.9346,2.8044
308,40.0333,35.0000,29.1000,1.3757,10,9,0.2142,0.9239,1.1850,0.6208,0.5162,3.3359,4.4665
309,40.0333,39.0333,32.6333,1.2268,9,8,0.6435,1.2646,1.5546,0.6359,0.6945,5.0329,5.9244
310,40.0333,38.2667,33.6667,1.1891,8,7,0.7347,1.5396,2.4632,0.6022,0.6820,2.0625,3.1646
311,40.0000,40.0000,36.8333,1.0860,9,8,0.5964,1.6344,1.7328,0.6621,0.7558,2.9825,3.8939
312,40.0000,38.7667,32.3333,1.2371,7,6,0.3423,0.9963,1.3293,0.5263,0.6137,2.1327,2.8087
313,40.0000,37.8667,32.0333,1.2487,11,10,0.5546,0.9961,1.1795,0.6747,0.6665,2.5716,3.5916
314,40.0000,39.2000,33.4333,1.1964,10,9,0.7139,1.1876,1.5754,0.7086,0.6604,2.1255,2.1806
315,40.0000,39.7667,32.1667,1.2435,11,10,0.6580,1.2591,2.1400,0.6807,0.6704,7.3582,4.1504
316,40.0333,34.5667,31.9333,1.2537,10,9,0.2599,0.9204,1.0478,0.5652,0.6780,2.0501,1.9633
317,40.0000,38.5667,28.3667,1.4101,19,18,0.9412,1.0793,0.8850,0.7268,0.5927,1.5394,1.4219
318,40.0333,40.0000,31.3667,1.2763,14,13,0.9777,1.0737,0.9134,0.7342,0.6258,2.2235,1.9659
319,40.0333,39.9333,32.8000,1.2205,18,17,0.7276,1.0932,1.7122,0.7230,0.6186,5.5032,2.6607
320,40.0333,38.7667,28.8333,1.3884,14,13,0.9410,1.0421,1.0757,0.7590,0.6278,2.6520,2.5077
321,40.0000,37.2000,29.3000,1.3652,15,14,0.9056,1.0473,0.9105,0.7634,0.6213,4.7502,2.8452
322,40.0333,38.8667,29.9667,1.3359,18,17,0.8932,1.0563,0.9915,0.7337,0.6178,1.3616,1.4485
323,40.0000,39.9667,34.0000,1.1765,16,15,0.6990,1.0713,1.2624,0.8077,0.6302,1.5214,1.4897
324,40.0000,35.5000,28.7000,1.3937,17,16,0.9175,1.0519,1.0052,0.7608,0.6205,1.4204,1.2688
325,40.0333,40.0333,32.7333,1.2230,11,10,0.4613,1.0638,0.8827,0.7710,0.6334,7.4711,3.5688
326,40.0000,34.7667,29.5667,1.3529,15,14,0.4803,1.0419,1.7086,0.6803,0.5827,4.0426,2.2860
327,40.0000,35.0333,29.9333,1.3363,11,10,0.8664,1.2375,1.0591,0.7597,0.6135,4.1231,2.4643
328,40.0333,38.8333,31.2333,1.2818,15,14,0.8378,1.0987,0.9157,0.7402,0.6347,2.0568,1.8033
329,40.0000,39.0333,29.7667,1.3438,17,16,0.8320,1.0271,0.9208,0.7122,0.5992,2.3034,1.7961
