episode,orig_s,trimmed_s,new_s,speedup,n_segments,n_pauses,retimed_frac,vel_ratio_max,acc_ratio_max,vel_ratio_p99,acc_ratio_p99,demo_vel_ratio_max,demo_acc_ratio_max,steps
213,40.0000,40.0000,36.2333,1.1040,14,13,0.0948,0.2607,0.8198,0.1118,0.2861,2.6126,2.5869,3
214,40.0333,40.0333,36.1000,1.1090,17,16,0.1256,0.2413,0.6953,0.0771,0.2557,2.3019,2.0358,3
215,40.0333,34.7000,31.4667,1.2722,12,11,0.1049,0.2248,0.5660,0.0800,0.1760,1.5177,1.7510,3
216,40.0333,39.4333,34.4667,1.1615,16,15,0.1267,0.2330,0.9179,0.0966,0.2563,2.0541,3.2756,3
217,40.0000,38.7000,35.2333,1.1353,13,12,0.0984,0.2982,0.9841,0.1216,0.2274,3.3390,3.1991,3
218,40.0000,38.8000,35.8000,1.1173,12,11,0.0838,0.7888,2.1621,0.0988,0.1841,5.0262,3.5554,3
219,40.0333,35.8667,33.3333,1.2010,10,9,0.0650,0.2204,0.9372,0.0844,0.2213,6.7714,5.5275,3
220,40.0333,38.5000,35.0333,1.1427,13,12,0.0942,0.2807,0.6605,0.0848,0.2206,2.2173,2.1782,3
221,40.0333,38.6333,34.0333,1.1763,15,14,0.1312,0.2102,0.7074,0.0787,0.2083,1.5146,1.4959,3
222,40.0333,40.0333,37.0667,1.0800,13,12,0.0881,0.3292,0.8512,0.0968,0.3228,2.4136,3.2022,3
223,40.0000,40.0000,34.3333,1.1650,15,14,0.1311,0.2259,0.7628,0.0821,0.1984,1.6023,2.1513,3
224,40.0000,40.0000,35.3000,1.1331,16,15,0.1246,0.3349,0.7997,0.0928,0.2988,2.4817,2.9952,3
225,40.0333,38.6667,34.7667,1.1515,17,16,0.1266,0.3766,0.8574,0.1057,0.3267,2.3979,2.2462,3
226,40.0333,39.5333,32.5000,1.2318,20,19,0.1867,0.1929,1.1457,0.0832,0.2524,2.3391,1.8582,3
227,40.0333,39.7333,34.9667,1.1449,13,12,0.1096,0.3310,0.8411,0.0792,0.2529,1.5871,2.4604,3
228,40.0000,39.2667,36.2333,1.1040,10,9,0.0699,0.2702,0.8980,0.1036,0.2145,3.1715,4.3826,3
229,40.0333,38.7667,35.8667,1.1162,12,11,0.0809,0.2032,0.6952,0.1005,0.3264,2.1676,2.0796,3
230,40.0333,40.0333,38.5667,1.0380,8,7,0.0501,0.2745,0.9891,0.1888,0.3377,7.7361,4.3201,3
231,40.0333,38.6333,35.7667,1.1193,14,13,0.1034,0.2844,0.7611,0.1106,0.2728,9.0108,4.1084,3
232,40.0000,39.9667,37.3667,1.0705,9,8,0.0526,0.2201,0.4906,0.1025,0.2124,2.1084,3.4094,3
233,40.0333,37.2667,33.1000,1.2095,11,10,0.0906,0.3202,0.7444,0.0897,0.2118,2.5315,3.6890,3
234,40.0000,38.9333,34.4000,1.1628,18,17,0.1473,0.3346,1.2511,0.1169,0.2768,4.5728,2.5910,3
235,40.0333,39.4667,36.2667,1.1039,14,13,0.1094,0.3106,1.0016,0.1034,0.2664,2.3737,2.2815,3
236,40.0333,38.6333,34.6667,1.1548,12,11,0.1038,0.2810,0.5467,0.1190,0.2480,1.7016,1.8971,3
237,40.0333,36.5000,32.3333,1.2381,17,16,0.1330,0.3115,0.6865,0.1151,0.2431,1.6447,2.2722,3
238,40.0000,38.9333,34.2667,1.1673,16,15,0.1362,0.2655,0.6689,0.0952,0.2056,1.4581,1.5654,3
239,40.0333,37.5000,35.1333,1.1395,10,9,0.0693,0.3157,0.6597,0.1099,0.2447,6.9105,3.6174,3
240,40.0333,39.3333,36.4333,1.0988,14,13,0.1089,0.3097,0.9302,0.1157,0.3023,2.8485,1.8364,3
241,40.0333,37.1000,34.7333,1.1526,10,9,0.0739,0.3214,0.7926,0.0963,0.2347,1.9110,1.3460,3
242,40.0333,39.7333,37.2667,1.0742,9,8,0.0572,0.2709,1.0957,0.0838,0.2696,4.9279,2.8729,3
243,40.0333,37.7333,32.3333,1.2381,19,18,0.1567,0.2533,0.6949,0.1114,0.2219,1.9698,1.9521,3
244,40.0333,39.1333,35.6000,1.1245,15,14,0.1114,0.3152,0.6989,0.0916,0.2567,2.4403,2.1073,3
245,40.0000,38.7000,33.4333,1.1964,19,18,0.1635,0.3604,0.7379,0.1269,0.2874,1.2695,1.3454,3
246,40.0333,38.8333,32.7000,1.2243,17,16,0.1570,0.2784,0.7536,0.0993,0.2485,1.2469,1.2905,3
247,40.0000,38.7000,32.0000,1.2500,13,12,0.1302,0.3095,1.2546,0.1014,0.2930,1.7160,1.7101,3
248,40.0000,38.2333,36.6667,1.0909,7,6,0.0455,0.3222,0.9454,0.1424,0.2899,5.9384,3.5109,3
249,40.0333,39.8667,37.7667,1.0600,11,10,0.0794,0.2516,1.1850,0.1187,0.3048,5.5187,2.9392,3
250,40.0333,38.8333,35.4667,1.1288,10,9,0.0799,0.2024,0.7891,0.0776,0.2366,2.5324,2.3344,3
251,40.0333,40.0333,33.6667,1.1891,9,8,0.1000,0.1925,0.6867,0.0866,0.2029,2.4227,1.9762,3
252,40.0000,39.6000,36.1333,1.1070,9,8,0.0738,0.2537,0.9570,0.1056,0.1769,1.5457,1.6973,3
253,40.0333,40.0333,37.2333,1.0752,13,12,0.0824,0.1905,0.8053,0.0870,0.2115,1.8001,1.8653,3
254,40.0333,39.8333,37.8000,1.0591,8,7,0.0529,0.4043,0.7173,0.1681,0.3495,5.2716,2.9998,3
255,40.0333,37.7333,35.1000,1.1406,11,10,0.0760,0.2117,0.7352,0.1580,0.2718,1.9696,1.8904,3
256,40.0333,40.0333,39.0000,1.0265,8,7,0.0402,0.2179,0.9037,0.0767,0.2349,3.3878,1.9621,3
257,40.0000,39.9000,35.8000,1.1173,12,11,0.0912,0.3046,0.7111,0.0757,0.2270,2.5082,2.0672,3
258,40.0000,38.8667,33.2333,1.2036,21,20,0.1575,0.2936,0.9165,0.1195,0.2978,2.7281,2.3015,3
259,40.0333,39.1000,35.7667,1.1193,14,13,0.0923,0.2520,0.8838,0.0751,0.2526,1.2192,1.2958,3
260,40.0333,39.8667,34.7000,1.1537,20,19,0.1595,0.3616,0.6962,0.1508,0.2356,1.3731,1.1619,3
261,40.0333,40.0333,34.6333,1.1559,19,18,0.1376,0.2209,0.6949,0.0929,0.2277,1.9704,2.5538,3
262,40.0333,39.0333,35.7667,1.1193,11,10,0.0764,0.3861,1.3593,0.1815,0.3828,4.4728,2.4658,3
263,40.0333,39.7667,36.0333,1.1110,16,15,0.1092,0.3479,0.8799,0.1076,0.3359,2.2578,1.8687,3
264,40.0333,40.0333,31.6667,1.2642,19,18,0.1853,0.3379,0.7831,0.1251,0.2264,2.4363,1.6005,3
265,40.0333,39.2667,34.2000,1.1706,21,20,0.1569,0.4147,1.7063,0.1383,0.2877,4.6830,3.1283,3
266,40.0333,40.0333,33.1667,1.2070,17,16,0.1558,0.2725,0.6401,0.0887,0.2136,1.6731,2.4138,3
267,40.0333,35.9333,30.8000,1.2998,13,12,0.1223,0.3036,0.4767,0.1002,0.2577,3.3113,4.1074,3
268,40.0333,38.9667,34.2000,1.1706,14,13,0.1209,0.2681,0.8218,0.0905,0.2628,2.5628,1.7630,3
269,40.0333,40.0333,35.3000,1.1341,20,19,0.1615,0.2994,0.6765,0.0949,0.2219,3.6306,2.2263,3
270,40.0333,40.0333,33.0000,1.2131,23,22,0.1869,0.2702,1.1010,0.1079,0.2342,2.1063,2.0947,3
271,40.0333,38.1667,34.1000,1.1740,14,13,0.1017,0.2025,0.6234,0.0992,0.2430,2.6523,2.4805,3
272,40.0000,39.1333,35.2667,1.1342,17,16,0.1134,0.3494,0.7883,0.1318,0.3290,1.7499,1.4833,3
273,40.0000,35.8667,30.5667,1.3086,16,15,0.1483,0.2915,0.8089,0.1325,0.2925,2.4420,2.2097,3
274,40.0333,40.0333,35.8333,1.1172,14,13,0.1200,0.3171,0.9592,0.1063,0.2485,1.5340,1.7375,3
275,40.0000,39.3667,36.6000,1.0929,14,13,0.0883,0.6030,1.7175,0.0894,0.2109,5.8703,3.2671,3
276,40.0333,38.7000,33.1333,1.2082,21,20,0.1660,0.2857,0.7509,0.1340,0.2779,1.7463,1.5414,3
277,40.0000,38.4333,35.2667,1.1342,15,14,0.0964,0.2443,0.9098,0.0711,0.3106,2.3671,1.9956,3
278,40.0333,38.4667,33.0667,1.2107,16,15,0.1431,0.2689,0.9235,0.1331,0.2401,2.4688,2.2714,3
279,40.0000,38.2667,32.4333,1.2333,14,13,0.1254,0.2442,0.7818,0.0874,0.2312,1.1505,1.1838,3
280,40.0333,39.2333,35.6667,1.1224,14,13,0.1084,0.3261,0.8211,0.1734,0.2855,2.6958,2.4628,3
281,40.0000,38.7667,33.9667,1.1776,19,18,0.1443,0.5709,2.0265,0.0748,0.2237,2.2293,2.3572,3
282,40.0000,36.3333,32.5667,1.2282,14,13,0.1105,0.2652,0.9169,0.1133,0.2343,1.2033,1.2789,3
283,40.0333,38.1667,33.9000,1.1809,15,14,0.1101,0.1878,0.7115,0.1002,0.2642,2.2392,1.8335,3
284,40.0333,40.0000,34.0000,1.1775,16,15,0.1471,0.3051,1.1025,0.1373,0.2672,1.6793,2.2154,3
285,40.0000,37.7000,34.2333,1.1685,16,15,0.1149,0.1600,0.6628,0.0813,0.2331,2.3431,2.1134,3
286,40.0000,39.8333,35.2667,1.1342,16,15,0.1248,0.2807,0.6546,0.0989,0.2310,1.7324,1.6519,3
287,40.0000,38.9333,35.0667,1.1407,15,14,0.0979,0.4623,1.2746,0.1164,0.3062,2.0928,1.9643,3
288,40.0000,38.7000,32.4667,1.2320,15,14,0.1458,0.2894,0.6537,0.1057,0.2136,1.1681,1.2411,3
289,40.0000,37.3000,32.8333,1.2183,16,15,0.1279,0.3124,0.5987,0.1491,0.2690,2.2974,2.4227,3
290,40.0333,37.5000,33.3333,1.2010,16,15,0.1350,0.2248,0.8014,0.1031,0.2686,2.0756,2.7054,3
291,40.0333,39.0667,32.5333,1.2305,15,14,0.1527,0.2729,0.7048,0.0725,0.2066,1.9487,1.9067,3
292,40.0000,39.5000,35.8667,1.1152,15,14,0.1013,0.3308,1.2218,0.1021,0.3139,1.8766,1.8792,3
293,40.0333,37.5667,34.3667,1.1649,12,11,0.0970,0.3899,0.7175,0.1697,0.2956,2.7962,3.3325,3
294,40.0333,40.0333,32.4000,1.2356,18,17,0.1780,0.3510,1.1555,0.1115,0.2244,1.3392,1.4416,3
295,40.0333,39.3333,34.6000,1.1570,17,16,0.1358,0.2443,0.6158,0.1285,0.2239,2.6812,2.3486,3
296,40.0000,36.6000,31.2333,1.2807,18,17,0.1686,0.3227,0.6147,0.1362,0.2118,2.9457,2.3036,3
297,40.0000,38.6000,34.7667,1.1505,14,13,0.1160,0.2753,0.7002,0.1182,0.2470,1.5866,1.7746,3
298,40.0333,38.5333,34.3333,1.1660,16,15,0.1223,0.2716,0.7615,0.1174,0.2331,1.3633,1.5137,3
299,40.0333,39.4333,34.8000,1.1504,16,15,0.1274,0.2734,0.6692,0.1074,0.2238,2.3180,2.4116,3
300,40.0333,37.0000,33.9333,1.1798,15,14,0.1100,0.2904,0.7038,0.1637,0.2815,2.1187,1.7889,3
301,40.0333,38.6333,32.8000,1.2205,16,15,0.1362,0.2758,0.9354,0.1095,0.2664,1.8691,1.4490,3
302,40.0000,36.9667,32.5333,1.2295,16,15,0.1311,0.2254,0.5371,0.1181,0.2193,1.4030,1.6872,3
303,40.0000,38.2000,36.2667,1.1029,10,9,0.0643,0.2393,0.7382,0.1129,0.2335,1.3914,1.2419,3
304,40.0333,36.1667,32.7333,1.2230,15,14,0.1130,0.2607,0.6949,0.0885,0.2078,1.7861,2.5440,3
305,40.0333,37.9000,33.3333,1.2010,14,13,0.1280,0.3122,0.7557,0.1287,0.2491,1.7037,1.4700,3
306,40.0333,35.0667,31.8333,1.2576,15,14,0.1298,0.3626,0.5857,0.0988,0.2343,1.9785,2.1767,3
307,40.0000,40.0000,37.1333,1.0772,8,7,0.0646,0.3113,1.1812,0.0998,0.2586,2.9346,2.8044,3
308,40.0333,35.0000,29.7000,1.3479,10,9,0.0988,0.3153,1.1648,0.0691,0.2461,3.3359,4.4665,3
309,40.0333,39.0333,34.0000,1.1775,9,8,0.0912,0.2846,0.9026,0.1338,0.2696,5.0329,5.9244,3
310,40.0333,38.2667,36.9333,1.0839,8,7,0.0514,0.2202,1.1167,0.1304,0.2957,2.0625,3.1646,3
311,40.0000,40.0000,38.4333,1.0408,9,8,0.0546,0.2773,1.0832,0.1173,0.3082,2.9825,3.8939,3
312,40.0000,38.7667,33.4333,1.1964,7,6,0.0997,0.2147,0.5835,0.1318,0.2198,2.1327,2.8087,3
313,40.0000,37.8667,33.8667,1.1811,11,10,0.0856,0.1885,0.8934,0.0880,0.2309,2.5716,3.5916,3
314,40.0000,39.2000,35.2333,1.1353,10,9,0.0842,0.2804,1.0772,0.0938,0.2350,2.1255,2.1806,3
315,40.0000,39.7667,34.1667,1.1707,11,10,0.1005,0.2090,1.4053,0.0909,0.2212,7.3582,4.1504,3
316,40.0333,34.5667,32.2333,1.2420,10,9,0.0714,0.2001,0.9921,0.1091,0.2301,2.0501,1.9633,3
317,40.0000,38.5667,32.3667,1.2358,19,18,0.1802,0.3601,0.8649,0.1502,0.2462,1.5394,1.4219,3
318,40.0333,40.0000,35.6333,1.1235,14,13,0.1029,0.3514,0.6211,0.0849,0.2700,2.2235,1.9659,3
319,40.0333,39.9333,35.5000,1.1277,18,17,0.1277,0.3810,1.3861,0.0778,0.2878,5.5032,2.6607,3
320,40.0333,38.7667,31.4000,1.2749,14,13,0.1507,0.3970,1.5950,0.0758,0.2194,2.6520,2.5077,3
321,40.0000,37.2000,32.6333,1.2257,15,14,0.1318,0.3683,0.7997,0.1161,0.2514,4.7502,2.8452,3
322,40.0333,38.8667,34.0667,1.1751,18,17,0.1526,0.2827,0.8353,0.1252,0.2371,1.3616,1.4485,3
323,40.0000,39.9667,35.9333,1.1132,16,15,0.1224,0.2834,0.6365,0.0780,0.2263,1.5214,1.4897,3
324,40.0000,35.5000,31.5000,1.2698,17,16,0.1407,0.2892,0.8476,0.0906,0.2193,1.4204,1.2688,3
325,40.0333,40.0333,33.6333,1.1903,11,10,0.1041,0.3136,1.1864,0.1111,0.2452,7.4711,3.5688,3
326,40.0000,34.7667,31.0000,1.2903,15,14,0.1323,0.3354,1.4035,0.1132,0.2658,4.0426,2.2860,3
327,40.0000,35.0333,32.6667,1.2245,11,10,0.0929,0.2984,0.5297,0.0621,0.1724,4.1231,2.4643,3
328,40.0333,38.8333,33.7333,1.1868,15,14,0.1393,0.3237,0.7191,0.1052,0.2419,2.0568,1.8033,3
329,40.0000,39.0333,34.7667,1.1505,17,16,0.1285,0.2173,1.0613,0.1143,0.2857,2.3034,1.7961,3
